place_name,new_description
CSAPA Balagny,"Le CSAPA Balagny est un centre qui aide les personnes ayant des problèmes d'addiction. Il accueille et soutient ceux qui ont des difficultés avec l'alcool, les drogues ou d'autres addictions, ainsi que leurs proches. Ce centre fait partie du Centre Municipal de Santé Balagny."
AIDES Saint-Denis,"AIDES est une association qui aide les personnes touchées par le VIH/sida et les hépatites virales. Elle informe, prévient et soutient ces personnes. Le local AIDES de St-Denis aide également les personnes vivant avec le VIH pour leurs démarches administratives et de santé. Il y a des permanences chaque semaine pour répondre aux questions sur la santé sexuelle et la consommation de drogues. Vous pouvez faire des tests rapides et gratuits pour le VIH et l'hépatite C dans un endroit confidentiel et sans jugement. Vous pouvez prendre rendez-vous du lundi au vendredi en appelant au 06.01.01.82.11 ou 07 62 38 69 37, ou en envoyant un mail à ymaisonneuve@aides.org. Il est aussi possible de venir sans rendez-vous tous les mercredis de 15h à 19h."
AIDES Bobigny,"L'association AIDES propose des actions pour prévenir les maladies sexuellement transmissibles et les hépatites. Nous offrons des tests rapides et gratuits pour le VIH et les hépatites B et C, avec des résultats immédiats. Nos membres échangent avec vous sur les risques liés aux infections sexuellement transmissibles, à la consommation de drogues et à la santé en général. Nous distribuons gratuitement des préservatifs, des documents sur les infections sexuellement transmissibles et du matériel pour réduire les risques liés aux drogues. Nous proposons également des tests pour détecter les infections à la gonorrhée et aux chlamydiae. Tout cela se fait dans un cadre confidentiel et sans jugement. Nous aidons également les personnes à accéder aux droits, aux soins et à l'autonomie en santé. Nous sommes ouverts tous les mercredis de 14h00 à 19h30 sans rendez-vous, mais vous pouvez nous appeler pour prendre un rendez-vous à un autre moment. Nous sommes là pour vous aider et vous soutenir."
Secours Populaire - Comité de La Courneuve,"Le Secours populaire français aide les gens dans plusieurs domaines : <b>nourriture</b>, <b>vêtements</b>, <b>logement</b>, <b>soins médicaux</b>, <b>travail</b>, <b>culture</b> et <b>droits</b> pour que tout le monde ait accès à ce dont il a besoin."
Point d'Accès au Droit de Noisy-le-Sec,"Le Point d&#39;Accès au Droit (PAD) de Noisy-le-Sec est un endroit où vous pouvez obtenir de l&#39;aide pour vos problèmes juridiques ou administratifs. Il est reconnu par le conseil départemental. Vous pouvez vous rendre sur place sur rendez-vous, sans payer et sans donner votre nom."
CeGIDD Départemental de Bobigny,"Le CeGIDD de Bobigny propose des consultations pour les femmes. Il s'agit de prévenir et dépister le VIH, les hépatites et les infections sexuellement transmissibles. Les femmes peuvent également bénéficier d'une consultation gynécologique et de psycho-sexologie. Pour plus d'informations, vous pouvez visiter le site internet de Sida Info Service."
Mission Locale Intercommunale - antenne de Sevran,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale vous aide à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits à la santé, au logement, à la garde d'enfants, etc. La Mission locale propose aussi des contrats pour les jeunes, qui incluent des activités pour les aider à trouver leur place, en échange d'une aide financière, pendant 15 à 20 heures par semaine."
Secours Populaire - Comité des Lilas,"Le Secours populaire français aide les personnes dans le besoin. Il leur offre de la nourriture, des vêtements, un toit et l'accès aux soins médicaux. Il les aide également à trouver un travail et à accéder à la culture. L'objectif est de donner à tous les moyens de vivre dignement et d'avoir accès à leurs droits. Vous pouvez les contacter le mardi et le jeudi après-midi pour obtenir de l'aide."
Mission Locale Intercommunale - antenne de Villemomble,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale peut vous aider à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits en matière de santé, de logement, de garde d'enfants, etc."
Boutique alimentaire Coup de pouce,"L'association Coup de Pouce a créé une épicerie pour aider les familles les plus pauvres des Pavillons-sous-Bois. Les familles sont sélectionnées par des organismes sociaux comme le CCAS, la CAF ou les assistantes sociales. En échange d'un petit paiement, qui représente 10% du prix normal, les familles reçoivent des produits alimentaires de base."
CSAPA Oppelia Cap 93,"Un CSAPA est un endroit où les personnes ayant des problèmes d'addiction peuvent trouver de l'aide. Il s'adresse aux personnes en difficulté, à leur famille et aux professionnels. Le CSAPA Oppelia Cap 93 accueille les personnes ayant des problèmes d'addiction, avec ou sans consommation de substances, ainsi que leur entourage. Les mineurs sont également les bienvenus. Pour prendre rendez-vous, vous pouvez appeler par téléphone ou vous présenter sur place lorsque la secrétaire est présente."
Mission Locale Intercommunale - antenne de Tremblay-en-France,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale vous aide à <b>définir votre projet professionnel</b>, à <b>rechercher un emploi ou une formation</b>, à <b>travailler à l'étranger</b> et à <b>comprendre vos droits</b> en matière de santé, de logement, de garde d'enfants, etc. La Mission locale propose aussi des <b>contrats d'engagement jeune</b> qui vous permettent de participer à des activités pour vous aider à vous insérer dans la vie active, en échange d'une aide financière, pendant 15 à 20 heures par semaine."
ASKOLA,"ASKOLA veut aider les enfants qui n'ont pas accès à l'éducation à cause de leur situation difficile dans la Seine-Saint-Denis. L'association propose trois types d'actions : <b>éducation</b> avec des cours dans des camions-école, des sorties culturelles et un soutien scolaire ; <b>médiation scolaire</b> pour aider les enfants à s'inscrire à l'école, leur donner des fournitures scolaires et renforcer le lien entre les familles et l'école ; <b>plaidoyer</b> pour défendre le droit à l'éducation et améliorer les politiques publiques avec des mères d'élèves."
Maison de Justice et du Droit d'Epinay-sur-Seine,"La maison de justice et du droit d'Epinay-sur-Seine est un lieu où vous pouvez obtenir des informations et des conseils sur vos droits et obligations. Elle dépend du tribunal judiciaire de Bobigny et est gérée par la ville d'Epinay-sur-Seine. Vous pouvez y aller pour obtenir des informations sur des sujets tels que la famille, le travail, les étrangers, etc. sans être en procès. <b>Les services proposés sont gratuits et confidentiels</b>. Vous pouvez y aller pour : connaître vos droits et devoirs, obtenir des informations sur la façon de les faire valoir, être orienté vers les structures adaptées, obtenir de l'aide pour accomplir des démarches, obtenir de l'aide si vous êtes victime d'une infraction pénale, obtenir des informations sur la médiation, être mis en relation avec un conciliateur de justice. Les permanences des professionnels du droit ou des associations sont accessibles sur rendez-vous. Des activités judiciaires pénales et civiles peuvent également s'y dérouler. Cette maison de justice fait partie du réseau des point-justice du département pour l'accès au droit."
Maison de Justice et du Droit de Clichy-sous-Bois,"La maison de justice et du droit de Clichy-sous-Bois est un lieu où vous pouvez obtenir des informations et des conseils sur vos droits et obligations. Elle dépend du tribunal judiciaire de Bobigny et est également gérée par la ville de Clichy-sous-Bois. Vous pouvez vous rendre à la maison de justice et du droit pour obtenir des informations sur vos droits en matière de famille, de travail, de justice pénale, etc. Les services proposés sont gratuits et accessibles à tous, quel que soit votre revenu, votre âge, votre sexe ou votre nationalité. Vous pouvez obtenir des informations sur vos droits et obligations, être orienté vers les structures adaptées, obtenir de l'aide pour accomplir des démarches, être aidé si vous êtes victime d'une infraction pénale, obtenir des informations sur la médiation et être mis en relation avec un conciliateur de justice. Les permanences des professionnels du droit sont gratuites et confidentielles, et vous pouvez prendre rendez-vous avec l'agent d'accueil pour obtenir des conseils et des informations. La maison de justice et du droit propose également des activités judiciaires pénales et civiles, et fait partie du réseau des point-justice du département pour l'accès au droit."
